Simulation,Terrain,Orientation,NumberOfFloors,FloorHeight,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],HVAC-System Capacity [kW],Baseboard Capacity Sum [kW],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Electricity [kWh]
Simulation906,Suburbs,53,7,4.13,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,pre_1980,22.2,25.4,4.3,0.08,23.7,24.6,6.9,0.2,23217.52594,5621.676984,7.005881,24.62,34.93,24.62,34.93,1046.24346,1394.986789,266.698,212.34,54.358
Simulation909,Urban,32,7,4.03,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2007,21.8,24.1,4.5,0.08,20.3,24.2,6,0.26,54023.79692,13405.40866,4.65055,67,47.43,67,47.43,1481.616036,2031.188584,137.949,81.105,56.843
Simulation910,Suburbs,34,3,3.25,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2016,22.5,24.3,4.9,0.17,20.3,24.5,6,0.33,15047.75201,4630.07754,6.482657,23.6,11.34,23.6,11.34,571.05811,755.454691,192.941,139.263,53.677
Simulation911,City,123,3,3.5,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2007,21.1,25.3,4.6,0.13,22.5,24.9,6.1,0.3,17909.62992,5117.03712,5.853448,46.67,60.08,46.67,60.08,715.52433,937.47823,209.755,155.352,54.402
Simulation912,Suburbs,65,2,3.23,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2004,24,24.7,4.9,0.16,20.5,26.9,5.2,0.17,12070.86726,3737.110608,7.440225,45.81,61.31,45.81,61.31,497.52624,678.757715,174.153,124.552,49.601
Simulation913,Suburbs,35,7,3.21,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2010,21.4,25.8,5.2,0.18,21.3,24.3,6.8,0.47,32835.83272,10229.23138,5.244627,59.78,45.91,59.78,45.91,1110.578376,1528.908067,125.073,69.562,55.511
Simulation914,City,69,8,3.83,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2019,21.1,24.6,4.1,0.12,21.2,26.9,5.9,0.22,58650.74057,15313.50929,4.53013,29.49,42.38,29.49,42.38,1746.51941,2277.405422,155.206,100.828,54.378
Simulation915,Country,68,5,4.33,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,pre_1980,21.2,25.1,6,0.06,21.2,27,5.7,0.41,74833.96107,17282.66999,3.918941,22.25,29.09,22.25,29.09,1831.853136,2541.51704,136.037,80.649,55.389
Simulation916,Urban,148,8,3.43,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,1980_2004,21.7,24.9,5.1,0.12,22.7,26.4,6.8,0.26,73435.03754,21409.63194,4.439201,26.02,17.89,26.02,17.89,1803.307548,2500.717565,114.162,59.36,54.803
Simulation917,Urban,127,7,3.85,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_WaterHeater,2010,21.8,25.7,5.4,0.17,23.4,25,6.2,0.31,37382.06989,9709.628544,6.283238,19.95,21.59,19.95,21.59,1530.31135,2026.945021,235.275,179.802,55.474
Simulation919,Country,55,5,2.9,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2007,23.2,25,4.9,0.17,21.1,25.3,5.1,0.45,44503.95222,15346.19042,4.04371,16.21,21.95,16.21,21.95,1436.193135,3559.178229,78.189,23.915,54.274
Simulation921,Urban,26,7,4.36,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,24,25.8,4.2,0.05,20.9,25.2,5.6,0.21,24288.37146,5570.7274,7.371085,24.26,14.19,24.26,14.19,1071.781827,2711.563411,141.824,86.562,55.262
Simulation922,Suburbs,112,6,3.51,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,1980_2004,21.9,25.8,4,0.13,20.8,26.1,5.9,0.44,39041.00046,11122.79216,5.648479,49.67,61,49.67,61,1454.76633,3389.87282,89.537,33.389,56.148
Simulation924,Urban,161,1,3.63,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2019,23.1,25,5,0.09,23.4,26.1,6.8,0.22,10746.57434,2960.4888,7.049082,26.05,16.72,26.05,16.72,478.72577,652.294949,263.249,214.489,48.761
Simulation926,Urban,15,2,3.19,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2010,21.2,24.4,4.4,0.09,20.9,25.4,6.6,0.41,13083.59695,4101.44105,5.919632,23.33,17.36,23.33,17.36,534.153339,1215.236721,100.314,47.002,53.311
Simulation927,Suburbs,164,6,4.22,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2013,21.8,24.6,4.8,0.11,21.2,26.1,6,0.21,32513.69432,7704.6669,5.90693,66.87,45.22,66.87,45.22,1070.353152,1466.810603,166.649,110.944,55.705
Simulation929,Urban,94,4,2.95,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2013,23.8,24.2,4.8,0.13,21.2,26,6.4,0.34,29107.7739,9867.042,4.896357,26.3,34.37,26.3,34.37,1065.373505,2596.77116,89.472,35.315,54.157
Simulation930,City,4,3,3.08,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.1,25.2,4.7,0.16,22.3,25,6.7,0.35,41311.09382,13412.6928,3.509292,38.09,24.89,38.09,24.89,1168.36788,1667.767097,115.831,61.52,54.311
Simulation931,Urban,174,3,3.26,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2019,21.6,24.1,4.5,0.07,22.2,25.3,6.5,0.21,28614.69251,8777.51304,4.993417,23.96,16.34,23.96,16.34,927.485683,2121.487478,88.8,34.192,54.609
Simulation932,Country,126,10,2.95,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2019,23.8,24,6,0.11,23.5,24.6,6.6,0.45,50771.38163,17210.63784,4.587587,26.06,30.18,26.06,30.18,1769.339063,4577.438518,90.553,34.405,56.147
Simulation934,City,51,4,3.19,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,1980_2004,21.8,25.6,5.9,0.14,20.7,24.5,6.4,0.22,29426.09205,9224.480265,5.152889,44.03,61.73,44.03,61.73,872.070036,1201.10507,120.717,65.988,54.728
Simulation935,Suburbs,151,4,3.6,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,21.6,24.3,4.9,0.16,21.3,24.7,5.8,0.27,13234.5864,3676.274,8.06938,40.34,20.44,40.34,20.44,579.493811,1286.248124,106.749,53.22,53.529
Simulation936,Country,0,9,3.24,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2004,21.4,25.2,5.2,0.18,22.5,25.4,6.7,0.25,30926.74608,9545.292,6.348781,60.68,43.35,60.68,43.35,1219.800092,2729.615144,95.469,40.425,55.044
Simulation939,Country,169,2,3.06,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,23.6,24.7,5.9,0.12,20.6,24.8,5.4,0.4,13854.86084,4527.7323,6.9337,33.99,24.6,33.99,24.6,599.220868,1459.01705,102.212,48.416,53.796
Simulation941,Urban,72,10,4.45,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,pre_1980,22.3,24.8,5,0.15,22.7,26.4,6.3,0.2,75934.81655,17064.00372,4.504621,50.96,69.12,50.96,69.12,2353.14078,3068.928789,185.015,128.373,56.642
Simulation942,Urban,16,2,3.56,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,22.8,24.4,5.9,0.06,21.2,26,5.7,0.23,10016.63214,2813.660712,7.541528,62.58,42.09,62.58,42.09,412.628448,561.317082,206.804,153.271,53.533
Simulation943,City,118,4,3.98,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,pre_1980,23.2,25.8,5.5,0.17,20.3,24.3,5.3,0.49,16038.27068,4029.71625,7.597924,16.52,24.81,16.52,24.81,729.363334,1863.664512,116.412,61.703,54.709
Simulation944,Country,116,8,3.59,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,1980_2004,21.2,25.5,5.3,0.12,23.5,26.4,5.8,0.29,28950.31108,8064.153504,6.07576,44.18,59.84,44.18,59.84,1206.228602,2776.162385,101.72,46.54,55.18
Simulation945,Urban,44,2,3.84,External-Shading,GEG,DHWBaseboard,Gas_TanklessHeater,2013,22.8,24.1,5.9,0.14,21.6,25.7,6.6,0.33,15827.45057,4121.73192,5.913584,27.36,17.05,27.36,17.05,567.086916,774.460254,188.512,133.57,54.943
Simulation946,Urban,124,4,4.43,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2010,22.8,24.7,4.5,0.17,23.9,25.6,6.5,0.38,32208.72114,7270.59168,5.38182,31.64,41.23,31.64,41.23,1068.99763,1414.6038,231.832,176.725,55.108
Simulation947,City,143,1,3.88,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2004,21.8,25.3,4.3,0.08,21.4,24.7,6.2,0.32,11537.09192,2973.4773,6.954346,42.36,36.7,42.36,36.7,513.84666,674.702913,264.517,215.771,48.746
Simulation948,Suburbs,130,2,3.93,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,22.7,25.5,4.4,0.08,22.7,24.6,6.2,0.49,20415.94015,5194.895712,5.463876,28.27,42.83,28.27,42.83,720.90344,1737.30748,109.113,56.14,52.973
Simulation949,Suburbs,73,4,3.32,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,21.8,24.9,5.8,0.14,21.7,25.9,5.4,0.46,21631.45793,6515.499375,5.741153,18.93,22.4,18.93,22.4,796.973916,1086.075775,154.046,99.197,54.849
Simulation950,Country,172,7,3.77,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_WaterHeater,2010,21.2,25.7,6,0.12,23.2,24.4,5.8,0.3,35180.2074,9331.62,6.157654,66.61,45.48,66.61,45.48,1297.000887,3006.200689,101.418,46.47,54.949
Simulation952,Urban,94,8,3.04,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2004,23,25.2,4.9,0.17,21.2,26.3,5.7,0.31,39806.16469,13094.13312,5.388071,50.88,58.82,50.88,58.82,1388.984436,1919.220718,129.606,73.845,55.762
Simulation953,Suburbs,103,1,4.17,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_WaterHeater,2013,21.5,26,5.8,0.09,23.7,26.2,6.6,0.45,5811.216173,1393.57702,10.242232,14.7,25.81,14.7,25.81,265.683508,615.856798,134.944,84.56,50.383
Simulation954,City,4,3,3.99,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,22.2,24.7,5.7,0.08,20.3,24,6.7,0.49,16235.29324,4068.9958,7.354074,65.88,50.51,65.88,50.51,658.63708,1535.549593,110.518,53.69,56.828
Simulation955,Suburbs,161,5,4.3,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,22.3,24.2,4.8,0.08,23.6,26.5,5.9,0.35,41179.31395,9576.58464,5.035879,42.77,32.06,42.77,32.06,1306.538488,3204.430372,106.079,51.173,54.907
Simulation957,Suburbs,26,4,2.98,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,23.4,25.2,4.5,0.07,22.3,25.8,5.8,0.34,44849.92268,15050.30963,4.015932,34.68,23.2,34.68,23.2,1396.017267,3541.914629,82.839,26.596,56.242
Simulation958,Suburbs,90,1,3.03,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2013,21,25.4,4.1,0.1,22.2,26.4,5.3,0.45,22020.01338,7267.331148,4.229849,26.35,38.13,26.35,38.13,927.953117,2170.616697,95.454,46.042,49.413
Simulation959,City,26,9,4.35,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2007,23.7,24.9,4.2,0.12,22.2,25.3,6,0.25,68332.44132,15708.6072,5.086035,25.55,19.51,25.55,19.51,1984.986408,2738.350219,166.747,110.618,56.129
Simulation960,Urban,179,6,4.33,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2007,23.2,24.6,5.7,0.2,21.1,24.4,6.2,0.49,31522.99505,7280.137425,6.565544,27.72,13.94,27.72,13.94,1177.071442,3071.636995,110.116,54.55,55.566
Simulation961,Urban,46,5,3.36,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2010,22.9,24.2,4.1,0.11,23.2,25.9,5.3,0.24,35224.68413,10483.53694,4.601583,44.35,63.39,44.35,63.39,1095.694668,1506.093725,148.315,93.753,54.563
Simulation962,Suburbs,167,6,3.23,Low-SHGC-Value,Passive,DHWBaseboard,Gas_TanklessHeater,2019,23.2,25.3,4.3,0.08,23.9,25.5,5.1,0.17,34438.70517,10662.13782,5.641449,21.8,18.38,21.8,18.38,1215.363396,1676.013482,154.632,99.854,54.778
Simulation963,City,41,4,4.34,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2013,21.6,25.1,5.8,0.16,20.7,24.4,6.1,0.25,43433.13156,10007.634,5.150432,70.24,52.19,70.24,52.19,1282.709473,2789.631768,89.748,35.974,53.774
Simulation964,Urban,101,5,4.22,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,22.9,24.1,5.3,0.06,23.5,25,5.5,0.39,36506.16281,8650.74948,5.507203,31.04,43.69,31.04,43.69,1247.668275,3063.179016,110.559,55.839,54.72
Simulation965,Urban,120,6,2.99,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,22.2,25.6,5.1,0.16,21.4,24.8,5.6,0.42,29831.91148,9977.22792,5.866103,15.77,21.74,15.77,21.74,1057.289535,2490.490992,83.736,28.505,55.23
Simulation966,Country,110,5,4.38,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,22.6,25.7,5.7,0.13,21.3,24.3,6,0.47,24726.85733,5645.401216,6.554806,20.01,26.26,20.01,26.26,969.476514,2281.594622,117.524,63.36,54.163
Simulation967,Suburbs,108,4,4.03,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,23.4,25.2,5.9,0.11,20.5,26.8,6.6,0.18,25658.24551,6366.8103,6.050489,38.86,44.77,38.86,44.77,1046.5583,1391.191375,227.873,173.685,54.187
Simulation968,Country,153,4,4.42,External-Shading,NZEB,ASHPBaseboard,Electric_TanklessHeater,2016,23.3,25.9,5.4,0.07,20.4,25,6.7,0.4,45707.54648,10341.07387,4.461999,26.97,20.65,26.97,20.65,1389.396889,3614.861734,97.424,45.673,51.752
Simulation969,City,101,2,3.82,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,23.2,24.4,5.5,0.06,20.8,26.2,5.3,0.18,21646.07037,5666.510568,4.842186,16.7,26.29,16.7,26.29,756.578672,1967.837615,104.889,49.664,55.225
Simulation971,Suburbs,3,4,3.61,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,23.9,25.6,5.2,0.19,20.9,25.4,5.1,0.47,15816.72404,4381.364,7.111968,24.85,12.04,24.85,12.04,663.628965,1674.344863,114.108,59.318,54.79
Simulation972,City,58,7,3.22,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,1980_2004,23.6,24.7,5.1,0.08,21.5,25.7,5.1,0.27,65145.08997,20231.3944,4.26564,17.76,22.64,17.76,22.64,1825.19326,2402.524515,143.029,87.542,55.487
Simulation975,Country,69,3,3.23,Low-SHGC-Value,GEG,DHWBaseboard,Electric_TanklessHeater,2016,21.1,25.2,5.5,0.06,22.7,24.8,5.5,0.22,13246.45597,4101.06996,6.359218,42.57,58.81,42.57,58.81,535.230276,727.413116,177.551,123.894,53.657
Simulation976,Country,33,7,4.29,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,22,25.9,4,0.08,23.4,25.3,5.4,0.39,49685.17657,11581.62624,4.796167,46.7,33.18,46.7,33.18,1649.950516,4069.914127,99.998,43.529,56.468
Simulation977,Suburbs,130,9,3.75,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2007,21.3,24.4,4.7,0.15,23.3,24.8,5.9,0.3,122155.047,32574.6792,3.396437,17.59,26.72,17.59,26.72,2666.917044,3696.22688,107.872,52.685,55.187
Simulation978,Country,14,3,3.81,Low-SHGC-Value,Passive,DHWBaseboard,Electric_TanklessHeater,2007,24,25,5.6,0.09,23.8,25.3,6.4,0.41,22440.59398,5889.91968,6.022808,37.26,27.86,37.26,27.86,782.568696,1073.156241,193.237,139.211,54.026
Simulation979,Suburbs,88,5,4.04,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,1980_2004,22.6,24.6,5.2,0.07,21.4,26.2,5.4,0.25,27698.43657,6856.048656,5.608193,13.68,26.83,13.68,26.83,966.63062,1278.638937,234.388,179.154,55.235
Simulation981,Suburbs,135,6,3.86,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2013,21.8,24.8,5.1,0.06,22.7,26.4,6.2,0.31,51559.38243,13357.35296,4.627199,22.8,23.84,22.8,23.84,1520.24904,2077.998133,158.204,101.94,56.264
Simulation982,Country,147,4,2.88,External-Shading,NZEB,ASHPBaseboard,Gas_WaterHeater,2016,21.4,24.8,5.3,0.09,23.9,24.4,5.9,0.39,9150.0732,3177.10875,8.377195,15.58,12.36,15.58,12.36,488.516732,1154.274466,112.104,56.314,55.791
Simulation984,City,10,2,3.27,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2016,22.2,25.2,5.5,0.17,23.8,26.5,6.4,0.48,15015.47118,4591.88721,6.335088,62.34,43.28,62.34,43.28,594.979923,1433.267096,95.471,43.089,52.382
Simulation985,Urban,112,8,2.89,External-Shading,GEG,ASHPBaseboard,Gas_WaterHeater,2010,21.4,24.2,5.5,0.1,23.8,24.8,5.3,0.29,58358.15733,20193.13402,3.910172,14.31,21.35,14.31,21.35,1712.44469,3902.06422,78.833,22.974,55.859
Simulation986,Urban,27,6,2.82,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_TanklessHeater,2007,23,24.6,4.9,0.1,23.5,26,5.8,0.29,35782.15866,12688.70874,4.306411,19.86,16.06,19.86,16.06,1161.32022,2822.729315,85.673,29.331,56.341
Simulation987,City,109,5,3.03,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,pre_1980,22.1,26,5.8,0.2,22.6,24.7,6.7,0.16,22884.89628,7552.77105,5.34248,14.3,20.69,14.3,20.69,871.66268,1154.278167,161.941,105.352,56.587
Simulation989,Suburbs,148,3,3.93,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2010,21.9,26,4.2,0.16,23.9,25.8,5.8,0.24,22635.44538,5759.655312,6.156455,23.9,17.39,23.9,17.39,797.59038,1064.541077,203.896,151.587,52.308
Simulation990,City,109,8,3.44,External-Shading,NZEB,BoilerBaseboard,Electric_TanklessHeater,2010,22,25.2,5,0.17,22.7,24.9,6.9,0.43,46787.30185,13600.95984,5.051831,19.13,25.43,19.13,25.43,1608.65098,2128.207592,154.692,99.774,54.918
Simulation992,Suburbs,60,6,3.05,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_WaterHeater,2013,23.7,24.6,4.3,0.18,23.6,25.4,6.1,0.46,26470.50299,8678.85344,5.990643,24.49,35.35,24.49,35.35,979.64699,1297.23096,176.758,120.721,56.036
Simulation993,Country,143,10,3.12,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2004,22.5,25.3,5,0.18,23.4,26.7,5.6,0.2,70814.2656,22696.88,4.648107,24.66,17.35,23.59,17.35,2045.92211,5006.285564,81.17,25.062,56.108
Simulation994,Country,117,6,3.36,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2013,22.4,24.1,4.4,0.06,20.8,26.6,6,0.46,70583.29141,21006.93197,3.850281,19.72,25,19.72,25,1847.805528,2548.840919,119.534,65.166,54.368
Simulation995,Country,55,2,3.18,Low-SHGC-Value,GEG,DHWBaseboard,Gas_WaterHeater,2019,22.3,25,4.2,0.18,22.8,24.1,5.9,0.18,19913.44667,6262.090148,4.929198,29.93,32.71,29.93,32.71,743.327316,1019.427965,165.137,111.685,53.452
Simulation996,Urban,18,8,3.77,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,pre_1980,21.5,24.9,4.6,0.1,20.8,25.5,5.4,0.24,58682.089,15565.54085,4.346866,22.41,18.28,22.41,18.28,1772.239689,3962.988476,91.191,33.986,57.206
Simulation997,City,86,10,4.05,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2007,23.7,24.4,4.4,0.19,23.9,24.3,5.4,0.44,66279.14594,16365.22122,4.948759,17.33,24.93,17.33,24.93,2195.99595,2921.330426,213.924,157.941,55.983
Simulation998,Urban,145,7,3.03,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2016,23.8,24.3,5.1,0.1,22.4,26.2,5.2,0.16,25186.53394,8312.38744,6.616619,33.3,20.32,33.3,20.32,975.507147,2449.194359,95.457,40.86,54.597
Simulation999,Suburbs,126,5,2.98,External-Shading,Passive,ASHPBaseboard,Electric_WaterHeater,2016,21.8,25.7,5.8,0.06,23.4,26.6,6.1,0.27,30505.64231,10236.79272,5.486343,28.62,31.42,28.62,31.42,1086.058852,2514.385683,87.252,32.427,54.825
Simulation1000,Suburbs,150,8,4.43,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,21.8,25,5.1,0.13,21.4,25.6,6.9,0.34,55850.00445,12607.22448,4.73214,29.18,18.04,29.18,18.04,1708.99933,2228.751081,192.273,134.983,57.289
Simulation1002,Country,17,1,3.21,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,22.1,24.2,5.2,0.18,20.2,26.2,6.1,0.32,9402.498569,2929.12728,7.096163,62.59,44.87,62.59,44.87,447.37059,597.065548,227.161,175.387,51.774
Simulation1003,Suburbs,128,9,4.47,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.6,24.3,5.3,0.11,20.1,25.1,6.4,0.39,55460.98681,12407.3796,5.607857,20.04,25.18,20.04,25.18,1989.947292,4912.840284,117.797,61.809,55.987
Simulation1004,Suburbs,35,8,3.61,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_TanklessHeater,2016,21.2,24.8,4.8,0.15,20.1,24.1,6.4,0.24,86605.903,23990.55485,3.590672,65.82,47.68,65.82,47.68,2126.03243,2724.842046,125.361,69.14,56.221
Simulation1005,Country,146,5,3.54,Low-SHGC-Value,NZEB,BoilerBaseboard,Gas_TanklessHeater,2004,23.3,24.2,4.8,0.18,23.9,24.2,5,0.34,24424.97198,6899.7096,6.462197,38.95,28.92,38.95,28.92,1060.71605,1428.42744,229.176,174.409,54.768
Simulation1006,Country,158,3,3.49,External-Shading,GEG,DHWBaseboard,Electric_WaterHeater,2004,23.5,24.2,4.9,0.07,20.6,26.7,6,0.44,17606.30484,5044.786488,5.628946,63.06,40.33,63.06,40.33,640.18596,885.207286,165.27,111.064,54.206
Simulation1008,City,73,6,3.03,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,22.1,25.6,5,0.08,21,26,6.2,0.38,43116.93297,14230.01088,4.069139,43.94,59.62,43.94,59.62,1373.153155,3164.890907,80.279,23.986,56.293
Simulation1009,Suburbs,27,9,3.71,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2016,21.1,24.1,5.2,0.06,20.9,26.2,6.5,0.43,83201.19666,22426.19856,4.02445,25.64,17.89,25.64,17.89,2203.47772,2886.886072,144.503,88.463,56.04
Simulation1012,Suburbs,171,9,3.25,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2016,24,24.7,4.5,0.06,21.7,26.5,6.1,0.42,52175.47433,16053.9921,5.46486,22.55,18.55,22.55,18.55,1807.660704,4533.482567,95.74,40.615,55.126
Simulation1016,Suburbs,107,9,3.2,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2016,22.9,24.4,5.5,0.06,22.1,25.4,6.9,0.39,33474.3552,10460.736,5.624018,12.27,23.49,12.27,23.49,1224.87981,1622.477809,181.226,125.969,55.258
Simulation1017,Suburbs,98,2,3.47,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,2016,24,24.4,5.4,0.08,23.8,25.3,6.1,0.43,16321.20566,4703.51748,6.368898,32.01,38.49,32.01,38.49,639.537324,877.877067,200.398,147.642,52.755
Simulation1018,City,46,6,3.72,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2010,21.6,24.1,5,0.09,22.6,24.2,6.8,0.33,23553.06024,6331.467807,6.519056,17.84,21.44,17.84,21.44,919.897625,2096.275179,110.665,53.976,56.689
Simulation1019,Suburbs,58,9,2.81,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2007,24,24.3,4.5,0.07,22.6,26.3,6.8,0.49,39644.58326,14108.39262,5.187405,40.56,58.67,40.56,58.67,1332.390984,1846.488374,130.163,75.021,55.142
Simulation1020,Suburbs,161,1,3.36,External-Shading,NZEB,DHWBaseboard,Gas_TanklessHeater,2019,22.7,24.2,4,0.06,20.8,26.4,6.8,0.25,10578.05413,3148.230396,6.470046,38.49,27.86,38.49,27.86,467.99628,632.086672,208.335,157.349,50.987
Simulation1022,Suburbs,20,2,2.86,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2019,23.6,25.8,4.9,0.07,20.2,26.7,5.9,0.36,6566.47277,2295.9695,8.457243,55.84,44.39,55.84,44.39,356.744653,878.945249,111.179,60.171,51.008
Simulation1023,Urban,111,3,3.36,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,2004,21.9,26,5.5,0.16,22.1,27,6.8,0.5,20924.62074,6227.565696,5.26923,48.92,62.9,48.92,62.9,817.81228,1940.396445,93.041,37.008,56.033
Simulation1024,Suburbs,128,6,4.29,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2010,22.5,24.4,5.2,0.19,21.8,24.1,6.8,0.2,49350.08804,11503.51703,5.012081,23.87,24.97,23.87,24.97,1686.643865,3951.910078,109.417,54.214,55.202
Simulation1026,Suburbs,17,6,3.87,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,21.5,25,4.2,0.1,20,25.7,6.5,0.4,27575.2863,7125.396976,5.975629,23.92,13.21,23.92,13.21,951.73313,1242.185986,191.224,134.885,56.337
Simulation1027,Country,44,2,3.92,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,1980_2004,21.2,25.6,5.1,0.18,21.8,24.6,5.4,0.41,11889.26752,3032.976408,7.458039,24.6,17.27,24.6,17.27,477.225868,1075.462473,109.993,57.639,52.353
Simulation1028,Suburbs,110,5,4.09,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2007,21.4,24,5.2,0.06,22.6,26.1,6.2,0.38,32053.0426,7836.92973,5.5277,34.57,45.32,34.57,45.32,1119.92412,1537.127294,175.779,120.771,55.007
Simulation1029,Suburbs,63,6,4,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,23.7,25.4,4.8,0.07,23.5,24.4,5.1,0.35,36946.36656,9236.59164,5.819689,48.34,67.55,48.34,67.55,1360.750771,3515.373397,112.998,58.996,54.002
