Simulation,Unnamed: 0,Terrain,Orientation,NumberOfFloors,FloorHeight,Fassade,RasterLength-X,RasterLength-Y,Arm-Latitudinal-NumberOfSegments,Arm-Longitudinal-NumberOfSegments,BaseBody-Inside-Latditudinal-NumberOfSegments,Courtyard_SegmentCount_RasterLength-Y,Has_Courtyard-Roof,Shading,EnergyStandard,HVAC-System,ServiceHotWater,BuildingSystemVintage,Open Office: Heating Setpoint,Open Office: Cooling Setpoint,Open Office: ACH,Open Office: PPA,Meeting: Heating Setpoint,Meeting: Cooling Setpoint,Meeting: ACH,Meeting: PPA,Volume [m³],Area [m²],A/V,Window to Wall Ratio [%],Construction Area [%],Window to Wall Ratio North [%],Window to Wall Ratio East [%],Window to Wall Ratio South [%],Window to Wall Ratio West [%],EUI [kWh/m²a],EUI Heating [kWh/m²a],EUI Cooling [kWh/m?a],EUI Interior Lighting [kWh/m?a],EUI Exterior Lighting [kWh/m?a],EUI Interior Equipment [kWh/m?a],EUI Exterior Equipment [kWh/m?a],EUI Fans [kWh/m?a],EUI Pumps [kWh/m?a],EUI Heat Rejection [kWh/m?a],EUI Humidification [kWh/m?a],EUI Heat Recovery [kWh/m?a],EUI Water Systems [kWh/m?a],EUI Refrigeration [kWh/m?a],EUI Generators [kWh/m?a],EUI Electric Equipment [kWh/m?a],EUI Electricity [kWh],EUI Natrual Gas [kWh/m?a],EUI District Heating [kWh/m?a],EUI District Cooling [kWh/m?a],Boiler  Design Size Nominal Capacity [kW],CentralAirSourceHeatPumpCapacity[kW],District Heating Peak [kW],Baseboard Capacity Average [kW],Baseboard Capacity Sum [kW],Service Hot Water Tank Volume [m],Service Hot Water Design Flow Rate [l/min]
Simulation061,61,Urban,104,5,4.17,Ribbon-Windows,2.43,2.51,4,3,3,11.61,FALSE,External-Shading,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,21.6,25.4,5,0.14,21.9,25,6.5,0.44,24915.73443,5974.996266,0.239808,0.555908,6.75316,49.85,65.36,49.85,65.36,218.014,164.74,0,15.852,0,0,0,0,0.132,0,0,0,2.54,0,0,34.75,53.279018,164.7533,0,0,1010.81929,0,0,26.313104,1315.655186,170,2.76
Simulation062,62,Suburbs,80,9,3.67,Horizontal-Windows,2.2,2.46,3,4,3,10.91,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,1980_2004,23.4,25.1,5.2,0.09,21,25.1,6.3,0.16,34871.78363,9501.8484,0.27248,0.295414,6.190436,22.01,40.67,22.01,40.67,104.821,49.339,0,16.158,0,0,0,0,0.259,0,0,0,2.104,0,0,36.962,102.724764,2.103852,0,0,0,1413.248769,0,42.447485,3650.483704,0,0
Simulation063,63,City,72,7,3.55,Ribbon-Windows,3.67,2.4,4,5,3,9.08,FALSE,Low-SHGC-Value,Passive,DHWBaseboard,Gas_WaterHeater,1980_2004,21.6,24,4.8,0.15,23.6,24.5,5.1,0.38,50919.96403,14343.65184,0.28169,0.561914,5.027623,46.65,65.68,46.65,65.68,133.545,76.888,0,16.177,0,0,0,0,0.081,0,0,0,2.937,0,0,37.462,53.72474,2.937268,76.894027,0,0,0,1186.31779,28.756465,1955.439589,400,6.66
Simulation064,64,City,20,6,3.63,Ribbon-Windows,2.51,3.71,3,3,2,12.98,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2010,21.1,24.2,5,0.13,23.3,25.3,5.4,0.2,29756.71312,8197.44163,0.275482,0.546548,6.632021,63.33,49.35,63.33,49.35,94.176,41.625,0,15.873,0,0,0,0,0.205,0,0,0,2.248,0,0,34.225,91.935105,2.248511,0,0,0,1155.359322,0,44.794102,2642.852016,0,0
Simulation065,65,Suburbs,136,8,3.6,Vertical-Windows,3.47,2.62,4,4,3,8.02,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,2007,23.8,24.2,5.6,0.09,22.2,25.6,5.5,0.28,49789.37939,13830.38316,0.277778,0.188114,4.920683,23.09,15.68,23.09,15.68,160.589,104.074,0,16.214,0,0,0,0,0.112,0,0,0,2.546,0,0,37.644,53.974274,2.545928,104.082151,0,0,0,1299.46785,27.853045,2144.684443,330,5.46
Simulation066,66,Country,5,6,4.37,Ribbon-Windows,3.88,2.35,4,5,4,10.51,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2007,21.7,25.3,5.4,0.09,23.8,26.3,5.3,0.15,70611.68946,16158.28134,0.228833,0.600373,4.186088,71.3,48.48,71.3,48.48,180.016,124.402,0,16.055,0,0,0,0,0.103,0,0,0,2.738,0,0,36.717,55.618351,124.411944,0,0,1851.84071,0,0,40.653465,2398.55442,530,8.82
Simulation068,68,Urban,1,2,3.4,Vertical-Windows,2.8,2.25,4,5,3,7.12,FALSE,Low-SHGC-Value,Passive,BoilerBaseboard,Electric_TanklessHeater,2007,23.8,24.3,4.6,0.08,22.5,24,6.8,0.28,11128.1184,3272.976,0.294118,0.19489,7.436553,23.93,16.23,23.93,16.23,252.699,197.855,0,15.363,0,0,0,0,0.166,0,0,0,7.107,0,0,32.207,54.847375,197.870688,0,0,471.09685,0,0,27.22764,626.235729,0,0
Simulation069,69,Country,47,9,2.82,Ribbon-Windows,2.44,2.1,5,4,2,12.4,TRUE,Low-SHGC-Value,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,22.2,24.2,5.4,0.09,20.4,25.8,5.2,0.37,25142.4432,8915.76,0.35461,0.503105,6.68958,45.04,56.76,45.04,56.76,182.393,127.269,0,16.233,0,0,0,0,0.101,0,0,0,1.518,0,0,37.271,53.610051,128.797542,0,0,1163.74964,0,0,17.807046,1531.405969,0,0
Simulation070,70,Country,149,1,3.45,Vertical-Windows,3.38,2.94,4,4,4,11.85,TRUE,Low-SHGC-Value,GEG,DHWBaseboard,Electric_WaterHeater,pre_1980,22.2,25.9,5.4,0.14,22.1,24.5,5.4,0.5,14443.57114,4186.54236,0.289855,0.20638,5.467444,23.91,18.37,23.91,18.37,181.659,133.828,0,14.206,0,0,0,0,0.143,0,0,0,9.275,0,0,24.207,47.835024,0,133.839065,0,0,0,486.14713,57.043396,798.607548,460,7.68
Simulation073,73,Suburbs,39,4,4.08,Horizontal-Windows,2.65,3.62,4,4,3,7.97,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2019,21.4,25.4,5.2,0.17,22.4,25.6,5.5,0.19,31896.68663,7817.81535,0.245098,0.34663,5.099398,38.78,33,38.78,33,193.404,137.631,0,15.859,0,0,0,0,0.111,0,0,0,4.527,0,0,35.277,51.250625,142.169147,0,0,1095.12581,0,0,34.999361,1434.973821,0,0
Simulation074,74,Suburbs,43,3,4.32,Vertical-Windows,2.5,3.67,4,5,3,12.71,TRUE,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,2016,23.4,25.8,4.2,0.13,24,26,5.4,0.46,34716.37968,8036.199,0.231481,0.23607,4.656976,26.79,21.91,26.79,21.91,213.699,159.435,0,15.586,0,0,0,0,0.134,0,0,0,5.263,0,0,33.281,49.004415,164.712011,0,0,1146.71488,0,0,48.430201,1549.766447,0,0
Simulation075,75,Urban,148,7,3.53,Vertical-Windows,3.79,3.4,3,3,2,11.71,TRUE,Low-SHGC-Value,GEG,ASHPBaseboard,Gas_TanklessHeater,2013,23.5,25.6,5.4,0.2,22.6,24.2,6,0.38,43686.27183,12375.7144,0.283286,0.215623,5.071624,26.97,16.48,26.97,16.48,93.911,40.657,0,15.972,0,0,0,0,0.222,0,0,0,2.059,0,0,35,91.859542,2.059081,0,0,0,1518.539654,0,57.486465,3909.079647,0,0
Simulation076,76,Suburbs,173,2,2.89,Horizontal-Windows,2.38,3.11,3,5,3,10.31,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_TanklessHeater,2013,23.8,25.6,4.3,0.12,20.4,24.3,6,0.47,11690.50581,4045.157718,0.346021,0.244269,6.655456,27.7,22.39,27.7,22.39,101.367,47.033,0,15.153,0,0,0,0,0.259,0,0,0,8.438,0,0,30.484,92.936735,8.438743,0,0,0,490.734943,0,52.792537,1214.228352,0,0
Simulation077,77,Suburbs,67,7,3.53,Horizontal-Windows,2.83,3.6,4,3,4,7.43,TRUE,External-Shading,Passive,BoilerBaseboard,Gas_TanklessHeater,1980_2004,22.6,25,4,0.07,20.5,26.9,6.2,0.47,46859.18437,13274.55648,0.283286,0.292885,5.47404,28.99,30.21,28.99,30.21,173.966,118.072,0,16.106,0,0,0,0,0.097,0,0,0,2.73,0,0,36.961,53.167765,120.811743,0,0,1592.02665,0,0,30.593718,2080.372816,0,0
Simulation079,79,Country,137,10,3.21,Horizontal-Windows,2.29,2.62,4,4,3,12.98,FALSE,Low-SHGC-Value,Passive,ASHPBaseboard,Electric_WaterHeater,2016,23.3,25.9,5.1,0.14,20.3,25.5,5,0.37,43438.7116,13532.30891,0.311526,0.29117,6.04006,37.58,23.76,37.58,23.76,91.87,36.756,0,16.211,0,0,0,0,0.192,0,0,0,1.425,0,0,37.286,91.877802,0,0,0,0,1661.981651,0,44.61361,4238.292907,220,3.6
Simulation081,81,Country,116,8,4.17,Ribbon-Windows,3.24,3.64,4,4,3,12.01,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,21.9,24.8,5.1,0.07,22.7,26.5,6,0.32,87176.72383,20905.68917,0.239808,0.591372,3.910955,53.09,68.98,53.09,68.98,89.351,34.486,0,16.142,0,0,0,0,0.179,0,0,0,1.665,0,0,36.879,89.358553,0,0,0,0,2551.066476,0,77.700499,5982.938452,0,0
Simulation082,82,Country,177,4,3.98,Ribbon-Windows,2.46,2.88,4,3,3,12.12,FALSE,External-Shading,NZEB,DHWBaseboard,Electric_WaterHeater,2019,21.2,26,5.1,0.11,23.9,26.3,6.2,0.41,23296.77781,5853.46176,0.251256,0.554215,6.12193,64.8,50.42,64.8,50.42,176.604,124.177,0,15.693,0,0,0,0,0.128,0,0,0,2.956,0,0,33.651,52.431875,0,124.186727,0,0,0,724.86717,29.258729,1199.607902,190,3.18
Simulation085,85,Country,15,4,3.84,Vertical-Windows,2.94,3.97,4,4,3,7.36,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,1980_2004,21.4,24.2,4.3,0.14,20.1,25.3,5.4,0.31,35568.92344,9262.74048,0.260417,0.214067,4.913154,25.33,19.87,25.33,19.87,176.588,121.321,0,15.876,0,0,0,0,0.098,0,0,0,3.848,0,0,35.445,55.271245,121.330899,0,0,1136.95956,0,0,36.271613,1487.136147,420,7.02
Simulation086,86,Suburbs,99,6,3.93,Ribbon-Windows,2.25,3.74,3,3,3,12.56,TRUE,External-Shading,Passive,ASHPBaseboard,Electric_TanklessHeater,2016,22,24.7,5.1,0.15,23.5,24.8,6,0.29,37219.36997,9470.5776,0.254453,0.533668,6.05764,48.69,63.84,48.69,63.84,95.649,42.741,0,15.887,0,0,0,0,0.219,0,0,0,1.97,0,0,34.832,95.6562,0,0,0,0,1406.149219,0,57.464166,3390.385791,0,0
Simulation087,87,Country,0,8,4.24,Vertical-Windows,2.11,2.23,4,4,4,11.21,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,pre_1980,21.5,24.8,5.4,0.06,22.4,26.4,6.8,0.3,41257.7756,9730.607453,0.235849,0.220095,6.371244,27.27,19.11,27.27,19.11,108.937,53.061,0,16.147,0,0,0,0,0.271,0,0,0,2.296,0,0,37.163,106.650241,2.295917,0,0,0,1480.895201,0,43.698259,3364.765937,0,0
Simulation088,88,Urban,75,9,3.97,Horizontal-Windows,2.37,3.9,4,4,3,8.67,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,pre_1980,23.3,25,4.3,0.15,23.4,25,6.8,0.37,63955.21006,16109.6247,0.251889,0.375536,4.748108,36.42,40.8,36.42,40.8,191.977,135.607,0,16.244,0,0,0,0,0.113,0,0,0,2.22,0,0,37.792,54.154344,137.837748,0,0,2326.55752,0,0,36.285667,3120.567384,330,5.58
Simulation090,90,Suburbs,178,2,4.45,Vertical-Windows,3.1,3.87,5,4,3,10.47,TRUE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2007,21.2,25.6,4,0.19,21.2,25.7,6.4,0.28,29248.94394,6572.79639,0.224719,0.244562,5.595829,28.73,22.54,28.73,22.54,166.949,114.644,0,15.288,0,0,0,0,0.12,0,0,0,5.566,0,0,31.332,52.308969,0,114.653362,0,0,0,754.9881,53.738488,1235.985227,430,7.26
Simulation092,92,Suburbs,152,2,4.24,Horizontal-Windows,3.96,3.02,3,3,3,11.6,FALSE,Low-SHGC-Value,GEG,ASHPBaseboard,Electric_WaterHeater,2010,21.6,24.2,4.2,0.07,21.1,25.1,5.3,0.2,22392.21473,5281.18272,0.235849,0.385945,5.427947,45.56,32.16,45.56,32.16,102.849,53.45,0,14.985,0,0,0,0,0.278,0,0,0,5.273,0,0,28.863,102.857191,0,0,0,0,719.066212,0,70.454831,1620.461108,320,5.4
Simulation094,94,Country,171,1,3.45,Horizontal-Windows,3.41,3.64,4,4,2,12.54,FALSE,External-Shading,GEG,BoilerBaseboard,Electric_TanklessHeater,2013,23.2,25,4,0.11,22.1,26,5.8,0.31,11536.45693,3343.90056,0.289855,0.339637,6.596892,41.34,28.28,41.34,28.28,251.104,203.543,0,14.456,0,0,0,0,0.169,0,0,0,7.829,0,0,25.107,47.563873,203.559385,0,0,537.09732,0,0,52.155208,730.172916,0,0
Simulation095,95,Urban,97,2,3.21,Horizontal-Windows,3.91,3.09,4,4,2,12.23,TRUE,Low-SHGC-Value,Passive,ASHPBaseboard,Gas_WaterHeater,2010,22.8,24.3,5.3,0.17,21.8,24.6,5.6,0.28,16732.88177,5212.735755,0.311526,0.35608,6.629189,31.16,39.95,31.16,39.95,98.609,46.115,0,15.258,0,0,0,0,0.242,0,0,0,6.435,0,0,30.559,92.181121,6.435604,0,0,0,657.257406,0,66.292918,1524.73711,310,5.22
Simulation096,96,Suburbs,51,6,3.81,Vertical-Windows,2.56,3.22,3,5,2,11.66,FALSE,Low-SHGC-Value,GEG,DHWBaseboard,Gas_TanklessHeater,2016,22.6,25.6,5.3,0.11,20.4,26.4,5.4,0.33,35115.71052,9216.72192,0.262467,0.20816,5.274111,16.84,25.67,16.84,25.67,168.43,113.494,0,16.022,0,0,0,0,0.119,0,0,0,2.947,0,0,35.848,51.992406,2.947476,113.503299,0,0,0,944.78808,26.270252,1549.944851,0,0
Simulation097,97,Urban,37,10,4.39,Horizontal-Windows,2.27,3.53,4,4,4,9.58,FALSE,External-Shading,Passive,DHWBaseboard,Electric_WaterHeater,2016,22.2,24.8,5.6,0.09,22.3,24.4,6.7,0.38,83737.24597,19074.5435,0.22779,0.353534,5.137927,43,32.73,43,32.73,159.859,103.834,0,16.258,0,0,0,0,0.111,0,0,0,1.662,0,0,37.993,56.028987,0,103.842178,0,0,0,2237.36713,38.736161,3679.935265,370,6.24
Simulation098,98,Suburbs,106,9,4.07,Vertical-Windows,2.02,3.76,4,5,3,8.48,TRUE,External-Shading,GEG,ASHPBaseboard,Electric_TanklessHeater,2013,21.6,24.9,5.5,0.11,21.9,26.9,6.3,0.17,62245.33751,15293.69472,0.2457,0.221856,4.754306,21.66,23.72,21.66,23.72,101.771,45.209,0,16.284,0,0,0,0,0.232,0,0,0,1.833,0,0,38.213,101.779417,0,0,0,0,2096.324745,0,56.029777,4818.56082,0,0
Simulation099,99,Suburbs,29,8,3.27,Vertical-Windows,3.11,2.36,5,3,2,12.84,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_WaterHeater,1980_2004,23.8,25.7,4.1,0.15,22,26.5,5.5,0.39,31867.85328,9745.52088,0.30581,0.20933,6.760356,23.42,18.8,23.42,18.8,181.174,127.03,0,16.119,0,0,0,0,0.133,0,0,0,1.704,0,0,36.187,52.44396,1.704053,127.040041,0,0,0,1091.88138,23.464075,1806.733763,140,2.4
Simulation100,100,Suburbs,147,3,4.14,Vertical-Windows,3.53,2.67,4,3,3,11.1,FALSE,External-Shading,NZEB,BoilerBaseboard,Gas_TanklessHeater,2016,21,25.3,4.1,0.12,22.6,24.8,6,0.33,24301.60244,5869.95228,0.241546,0.208936,5.691766,26.31,16.67,26.31,16.67,205.377,152.99,0,15.487,0,0,0,0,0.124,0,0,0,4.445,0,0,32.333,47.946701,157.447212,0,0,824.9482,0,0,33.821721,1082.29508,0,0
Simulation101,101,City,161,4,4.33,Vertical-Windows,2.37,3.57,4,4,4,8.51,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_TanklessHeater,2007,23.1,24.2,4.2,0.1,22.2,25.2,5.9,0.38,36597.22952,8452.016055,0.230947,0.232832,5.245344,25.94,22.4,25.94,22.4,111.115,56.192,0,15.801,0,0,0,0,0.303,0,0,0,3.799,0,0,35.021,111.124339,0,0,0,0,1304.313283,0,84.241839,3453.915407,0,0
Simulation102,102,Suburbs,65,8,2.88,Vertical-Windows,3.77,3.01,3,3,3,11.73,FALSE,External-Shading,NZEB,ASHPBaseboard,Electric_WaterHeater,2019,23.1,25.3,4.5,0.18,21.2,25.8,6.6,0.47,45917.00647,15943.40502,0.347222,0.184446,4.533184,14.34,23.06,14.34,23.06,77.652,23.876,0,16.045,0,0,0,0,0.125,0,0,0,1.664,0,0,35.942,77.65794,0,0,0,0,1516.646786,0,49.926629,3844.350395,310,5.16
Simulation103,103,Urban,150,8,4.1,Ribbon-Windows,3.25,2.68,4,4,2,10.6,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,22.6,24.1,4.2,0.15,22.7,25,6.3,0.42,48174.139,11749.79,0.243902,0.597581,5.698151,68.11,52.23,68.11,52.23,107.743,52.408,0,16.179,0,0,0,0,0.274,0,0,0,1.955,0,0,36.928,105.796879,1.955038,0,0,0,1720.96819,0,51.848526,3992.336539,0,0
Simulation107,107,Country,144,9,2.94,Vertical-Windows,2.26,3.41,4,5,3,10.01,TRUE,External-Shading,NZEB,BoilerBaseboard,Gas_WaterHeater,pre_1980,21.5,24.7,4.6,0.05,21.4,26,5.4,0.48,48049.55666,16343.38662,0.340136,0.169015,4.777965,20.85,15.1,20.85,15.1,138.92,82.39,0,16.258,0,0,0,0,0.066,0,0,0,2.274,0,0,37.933,54.2609,84.670291,0,0,1537.19744,0,0,23.255977,2000.013989,350,5.82
Simulation108,108,City,152,6,3.5,Ribbon-Windows,2.19,2.52,4,5,2,9.28,FALSE,External-Shading,Passive,ASHPBaseboard,Gas_TanklessHeater,2004,21.5,25.1,5,0.14,20.5,24.4,6.6,0.36,22305.88584,6373.11024,0.285714,0.537247,7.154936,61.28,48.66,61.28,48.66,96.488,40.274,0,16.146,0,0,0,0,0.198,0,0,0,2.857,0,0,37.014,93.638735,2.856849,0,0,0,903.6965,0,32.095288,1893.621994,0,0
Simulation109,109,Suburbs,164,7,3.64,Horizontal-Windows,3.53,3.13,5,3,2,11.61,FALSE,Low-SHGC-Value,GEG,BoilerBaseboard,Electric_WaterHeater,2016,21.6,25.9,4.4,0.17,24,26.9,5.8,0.29,45221.1147,12423.38316,0.274725,0.384783,5.274462,40.57,37.05,40.57,37.05,194.945,141.088,0,16.094,0,0,0,0,0.114,0,0,0,1.534,0,0,36.115,53.861096,141.099211,0,0,1609.29275,0,0,30.92374,2102.814329,210,3.54
Simulation110,110,Suburbs,55,10,2.8,Vertical-Windows,3.35,3.47,5,5,3,12.93,FALSE,External-Shading,GEG,BoilerBaseboard,Gas_TanklessHeater,1980_2004,22.5,25.6,4.3,0.1,20.1,25.8,5.6,0.23,90016.73365,32148.83345,0.357143,0.188161,3.45185,17.68,20.5,17.68,20.5,111.16,55.114,0,16.289,0,0,0,0,0.045,0,0,0,1.666,0,0,38.045,54.383381,56.785164,0,0,2318.63223,0,0,31.470742,2989.720495,0,0
Simulation111,111,City,85,6,3.54,Vertical-Windows,3.69,2.77,5,4,3,10.85,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,21.1,25.4,5,0.11,20.6,25.4,5.4,0.16,50788.83222,14347.12775,0.282486,0.208434,4.599934,16.86,26.07,16.86,26.07,132.256,76.842,0,16.082,0,0,0,0,0.079,0,0,0,2.628,0,0,36.625,52.790622,2.628107,76.848268,0,0,0,1175.89388,33.006288,1947.370992,0,0
Simulation112,112,Urban,99,7,4.2,Vertical-Windows,2.71,3.11,3,3,3,11.04,FALSE,External-Shading,GEG,ASHPBaseboard,Gas_TanklessHeater,1980_2004,21.8,26,5.8,0.1,22.3,24.4,6.6,0.36,42698.50765,10166.31134,0.238095,0.217868,5.286713,18.01,28.15,18.01,28.15,103.488,49.307,0,15.993,0,0,0,0,0.253,0,0,0,2.295,0,0,35.64,101.20099,2.295619,0,0,0,1443.172283,0,47.928602,3259.144927,0,0
Simulation114,114,Urban,89,9,4.05,Ribbon-Windows,2.85,3.86,3,3,3,11.9,TRUE,External-Shading,Passive,DHWBaseboard,Gas_TanklessHeater,2016,21.7,24.8,4.5,0.2,21.6,25.7,6.2,0.48,70261.73685,17348.577,0.246914,0.553169,5.084085,49.43,66.45,49.43,66.45,129.663,75.484,0,16.093,0,0,0,0,0.081,0,0,0,1.755,0,0,36.251,52.428593,1.755007,75.490123,0,0,0,1655.69482,31.682658,2724.708622,0,0
Simulation116,116,Urban,16,5,3.81,Ribbon-Windows,3.51,2.19,3,4,3,11.56,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Electric_WaterHeater,2010,22.7,25.2,4.9,0.19,20,24.8,5.4,0.15,31088.83072,8159.798088,0.262467,0.563378,5.816847,67.31,42.58,67.31,42.58,98.726,44.802,0,15.852,0,0,0,0,0.232,0,0,0,2.96,0,0,34.88,98.733085,0,0,0,0,1060.55907,0,48.216607,2410.830341,280,4.62
Simulation117,117,Country,123,9,3.13,Vertical-Windows,2.43,3.1,5,5,3,9.29,FALSE,External-Shading,GEG,ASHPBaseboard,Electric_WaterHeater,2013,22.4,25.6,4.7,0.07,23.1,25.4,5.5,0.22,53058.22599,16951.5099,0.319489,0.188963,4.46579,17.83,21.22,17.83,21.22,89.692,33.088,0,16.31,0,0,0,0,0.172,0,0,0,1.719,0,0,38.403,89.698792,0,0,0,0,1793.479924,0,52.119318,4482.261321,340,5.7
Simulation118,118,City,8,1,3.85,Vertical-Windows,2.42,2.08,4,4,2,11.95,FALSE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2016,23.3,24.4,4.7,0.16,21.2,25.8,5.7,0.36,5106.46136,1326.3536,0.25974,0.209416,11.274237,23.73,18.36,23.73,18.36,136.513,86.258,0,14.476,0,0,0,0,0.461,0,0,0,10.028,0,0,25.291,126.495503,10.028321,0,0,0,269.510114,0,51.224734,717.14628,0,0
Simulation119,119,Suburbs,118,7,3.67,Ribbon-Windows,3.55,3.02,4,3,2,8.59,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,pre_1980,23.1,24.9,4.8,0.18,21.4,25.8,5.7,0.41,36182.64597,9859.0316,0.27248,0.567036,5.891377,51.48,64.32,51.48,64.32,200.745,146.234,0,16.112,0,0,0,0,0.119,0,0,0,1.881,0,0,36.399,54.51502,146.245941,0,0,1428.93214,0,0,27.890767,1896.572186,210,3.48
Simulation120,120,Urban,113,6,3.72,Vertical-Windows,3.33,2.79,3,3,2,7.53,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2004,21.8,26,5.4,0.08,22.4,25.4,6.6,0.5,23831.81613,6406.402185,0.268817,0.198569,6.694278,17.56,22.84,17.56,22.84,184.555,130.202,0,16.005,0,0,0,0,0.135,0,0,0,2.55,0,0,35.663,54.35668,0,130.212679,0,0,0,746.79769,20.60062,1215.436589,180,3
Simulation121,121,Suburbs,119,10,3.3,Horizontal-Windows,2.34,2.62,4,3,3,12.86,TRUE,Low-SHGC-Value,NZEB,DHWBaseboard,Gas_TanklessHeater,1980_2004,23,25.8,5.5,0.19,21.4,25.3,6.2,0.31,39091.97944,11846.05438,0.30303,0.283068,6.158817,24.41,35.02,24.41,35.02,161.997,107.539,0,16.162,0,0,0,0,0.111,0,0,0,1.434,0,0,36.75,53.027542,1.434489,107.547497,0,0,0,1238.05751,21.310778,2024.523942,0,0
Simulation123,123,City,70,7,3.81,Horizontal-Windows,3.65,3.72,5,4,2,7.72,TRUE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2010,23.7,25.3,5.5,0.13,20,26.4,5.5,0.44,61499.21558,16141.5264,0.262467,0.347488,4.496726,32.26,39.43,32.26,39.43,176.771,120.755,0,16.253,0,0,0,0,0.1,0,0,0,1.856,0,0,37.808,56.020616,120.764598,0,0,1896.38177,0,0,36.475801,2480.354442,350,5.82
Simulation124,124,Country,109,9,4.15,Vertical-Windows,2.89,3.6,3,4,3,7.26,TRUE,External-Shading,Passive,DHWBaseboard,Gas_WaterHeater,2004,23.7,24.2,4.3,0.16,22.8,24.5,5.3,0.38,64773.53532,15608.0808,0.240964,0.200127,5.103702,16.57,27.05,16.57,27.05,164.934,108.34,0,16.225,0,0,0,0,0.116,0,0,0,2.559,0,0,37.695,54.039726,2.559243,108.348386,0,0,0,1608.12264,31.12533,2676.778371,380,6.3
Simulation125,125,Urban,152,8,4.16,Vertical-Windows,3.05,3.94,4,4,4,7.8,FALSE,Low-SHGC-Value,NZEB,DHWBaseboard,Electric_WaterHeater,2016,23.1,25.6,5.5,0.16,21.6,24.8,6.5,0.16,89573.3721,21532.0606,0.240385,0.223375,4.016742,26.85,20.67,26.85,20.67,149.403,93.201,0,16.202,0,0,0,0,0.102,0,0,0,2.162,0,0,37.736,56.206994,0,93.208401,0,0,0,2099.25814,45.132845,3475.229038,560,9.3
Simulation126,126,Urban,43,2,3.26,Vertical-Windows,2.02,2.06,4,4,4,8.95,TRUE,External-Shading,Passive,ASHPBaseboard,Gas_WaterHeater,2013,21.2,25.7,4.3,0.2,22.5,26.1,6.5,0.41,7944.642103,2437.00678,0.306748,0.184195,8.703911,22.5,16.37,22.5,16.37,106.629,51.552,0,15.161,0,0,0,0,0.261,0,0,0,8.912,0,0,30.742,97.723187,8.913046,0,0,0,365.817692,0,36.297096,834.8332,190,3.24
Simulation127,127,Suburbs,5,7,3.96,Vertical-Windows,3.89,3.56,4,3,3,12.24,TRUE,Low-SHGC-Value,NZEB,ASHPBaseboard,Gas_TanklessHeater,2007,23.9,24.8,5.5,0.12,20.1,24.4,5,0.28,74441.5535,18798.3721,0.252525,0.244938,4.269937,28.7,21.6,28.7,21.6,93.225,39.089,0,16.024,0,0,0,0,0.213,0,0,0,2.038,0,0,35.861,91.194575,2.038165,0,0,0,2092.18849,0,76.554463,5205.703468,0,0
Simulation128,128,Suburbs,176,5,3.6,Horizontal-Windows,3.17,2.98,4,4,4,7.34,FALSE,Low-SHGC-Value,NZEB,BoilerBaseboard,Electric_WaterHeater,2013,24,25.4,4.6,0.12,20.4,26,5.6,0.43,39053.15127,10848.09758,0.277778,0.30619,4.685108,41.13,25.42,41.13,25.42,182.549,126.794,0,15.975,0,0,0,0,0.106,0,0,0,3.412,0,0,36.262,55.759488,126.803724,0,0,1242.36703,0,0,32.779042,1638.952105,440,7.32
Simulation132,132,City,134,10,4.2,Horizontal-Windows,3.24,2.16,5,4,2,7.43,FALSE,External-Shading,NZEB,ASHPBaseboard,Gas_TanklessHeater,2004,23.3,24.1,4.7,0.18,23,26,6.8,0.34,48459.23107,11537.91216,0.238095,0.362745,5.77213,29.65,44.58,29.65,44.58,110.489,53.659,0,16.364,0,0,0,0,0.279,0,0,0,1.601,0,0,38.586,108.897101,1.600649,0,0,0,1926.683759,0,51.698946,4911.399887,0,0
